DATAFLOW,LAST UPDATE,freq,currency,prod_apr,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1974,129.44,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1975,138.26,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1976,164.50,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1977,185.50,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1978,207.93,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1979,213.06,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1980,227.06,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1981,235.74,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1982,257.09,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1983,273.16,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1984,271.97,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1985,260.82,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1986,280.00,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1987,273.39,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1988,288.20,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1989,305.53,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1990,313.04,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1991,297.98,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1992,300.53,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1993,318.66,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1994,330.30,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1995,298.02,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1996,247.36,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1997,227.45,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1998,264.59,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,1999,271.80,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,2000,271.80,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,2001,242.40,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,2002,243.00,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,2003,265.83,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,2004,267.03,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,AT,2005,273.24,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1971,104.14,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1972,126.90,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1973,135.16,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1974,131.27,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1975,158.53,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1976,170.83,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1977,190.79,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1978,208.43,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1979,209.56,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1980,192.35,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1981,218.04,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1982,229.56,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1983,236.19,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1984,222.50,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1985,238.06,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1986,251.98,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1987,255.41,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1988,253.27,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1989,310.88,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1990,287.04,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1991,279.85,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1992,303.51,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1993,308.86,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1994,302.27,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1995,296.02,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1996,267.14,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1997,263.29,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1998,292.12,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,1999,293.75,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,2000,268.64,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,2001,266.18,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,2002,249.76,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BE,2003,297.73,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,1995,80900.46,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,1996,47433.55,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,1997,77247.31,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,1998,85339.21,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,1999,73.59,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,2000,74.89,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,2001,91.16,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,2002,83.59,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,2003,78.15,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,2004,76.39,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,BG,2005,86.76,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,1993,67.99,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,1994,81.08,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,1995,79.35,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,1996,91.16,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,1997,89.34,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,1998,91.74,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,1999,103.19,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,2000,137.93,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,2001,132.65,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,2002,130.99,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,2003,125.26,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,2004,155.09,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,CZ,2005,218.22,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1969,55.37,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1970,57.99,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1971,119.02,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1972,140.15,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1973,164.20,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1974,160.63,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1975,184.53,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1976,200.61,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1977,215.84,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1978,230.86,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1979,235.01,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1980,221.69,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1981,226.50,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1982,252.95,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1983,264.87,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1984,256.20,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1985,256.97,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1986,269.48,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1987,271.68,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1988,282.54,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1989,325.72,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1990,301.98,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1991,273.41,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1992,300.00,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1993,316.62,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1994,324.50,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1995,320.43,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DEW,1996,289.60,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1973,96.14,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1974,90.50,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1975,103.33,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1976,119.64,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1977,123.26,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1978,133.34,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1979,132.08,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1980,133.12,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1981,146.54,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1982,162.93,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1983,172.28,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1984,169.64,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1985,169.85,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1986,166.72,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1987,155.74,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1988,159.59,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1989,169.08,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1990,156.18,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1991,147.56,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1992,141.37,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1993,138.80,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,DK,1994,143.97,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1977,118.04,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1978,119.28,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1979,123.94,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1980,122.86,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1981,167.66,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1982,189.82,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1983,193.72,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1984,202.33,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1985,191.94,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1986,165.60,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1987,156.27,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1988,163.02,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1989,181.85,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1990,184.70,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1991,175.03,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1992,194.49,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1993,200.64,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1994,204.09,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1995,196.70,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1996,198.17,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1997,197.78,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1998,193.62,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,1999,202.71,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,2000,197.58,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,2001,198.66,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,2002,196.85,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,2003,200.93,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,2004,200.40,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,EL,2005,209.38,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1975,128.26,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1976,150.27,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1977,141.98,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1978,152.99,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1979,186.99,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1980,167.14,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1981,186.61,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1982,213.10,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1983,190.79,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1984,222.98,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1985,232.39,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1986,215.20,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1987,224.14,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1988,259.30,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1989,268.68,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1990,245.44,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1991,257.01,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1992,230.88,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1993,241.12,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1994,239.92,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1995,195.78,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1996,177.22,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1997,181.90,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1998,188.05,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,1999,184.28,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,2000,180.78,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,2001,158.79,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,2002,195.17,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,2003,194.78,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,2004,186.32,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,ES,2005,199.54,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FI,1995,313.37,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FI,1996,275.96,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FI,1997,291.92,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FI,1998,275.33,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FI,1999,253.91,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FI,2001,258.63,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1971,109.32,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1972,137.52,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1973,150.34,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1974,136.43,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1975,163.56,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1976,176.06,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1977,185.16,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1978,202.97,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1979,204.64,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1980,205.83,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1981,230.14,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1982,244.43,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1983,247.83,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1984,242.88,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1985,259.60,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1986,269.72,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1987,265.55,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1988,292.05,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1989,314.07,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1990,300.14,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1991,278.61,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1992,293.35,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1993,309.39,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1994,308.78,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1995,319.25,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1996,293.16,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1997,302.39,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1998,319.78,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,1999,321.29,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,2000,329.64,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,2001,323.32,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,FR,2002,317.41,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,1990,93.70,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,1991,57.81,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,1992,60.54,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,1993,93.21,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,1994,102.30,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,1995,109.21,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,1996,104.36,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,1997,104.23,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,1998,119.84,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,1999,117.30,
ESTAT:APRI_AP_HAOUTA(1.0),27/03/09 11:00:00,A,EUR,4150,HU,2000,114.60,
